,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
1187,fitting,union,1.0,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"UNION, PIPE, 1"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
1188,fitting,union,1.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 1"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1189,fitting,union,1.0,,,,,,,,,,galvanized,threaded,,,0.8,"UNION, PIPE, 1"", THREADED, GALVANIZED"
1190,fitting,union,0.5,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"UNION, PIPE, 1/2"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
1191,fitting,union,0.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1192,fitting,union,1.5,,,,,,150,,,,galvanized,threaded,,,0.8,"UNION, PIPE, 1-1/2"", 150 LB, GALVANIZED, THREADED"
1193,fitting,union,1.5,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"UNION, PIPE, 1-1/2"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM SA105"
1194,fitting,union,1.5,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 1-1/2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1195,fitting,union,1.5,,,carbon_steel,A105,,3000,,,forged,,threaded,,,0.9,"UNION, PIPE, 1-1/2"", THREADED, 3000 LB, FORGED CARBON STEEL, A105"
1196,fitting,union,1.25,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 1-1/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1197,fitting,union,2.0,,,malleable_iron,,,150,,,,galvanized,threaded,,,0.9,"UNION, PIPE, 2"", 150 LB, THREADED, GALVANIZED MALLEABLE IRON"
1198,fitting,union,2.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 2"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1199,fitting,union,2.0,,,,,,,,,,galvanized,threaded,,,0.8,"UNION, PIPE, 2"", THREADED, GALVANIZED"
1200,fitting,union,3.0,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 3"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1201,fitting,union,0.75,,,carbon_steel,A105,,3000,,,,,socket_weld,,,0.9,"UNION, PIPE, 3/4"", SOCKET WELD, 3000 LB, CARBON STEEL, ASTM A105"
1202,fitting,union,0.75,,,carbon_steel,A105,,3000,,,,,threaded,,,0.9,"UNION, PIPE, 3/4"", THREADED, 3000 LB, CARBON STEEL, ASTM A105"
1203,fitting,union,0.75,,,carbon_steel,,,6000,,,,,threaded,,,0.9,"UNION, PIPE, 3/4"", THREADED, 6000 LB, CARBON STEEL"
1204,fitting,union,0.75,,,,,,,,,,galvanized,threaded,,,0.8,"UNION, PIPE, 3/4"", THREADED, GALVANIZED"
1205,valve,gate_valve,2.0,,,carbon_steel,A105,,800,,,,,threaded,T8,BB OS&Y,0.9,"VALVE GATE, 2 800# THRD BB OS&Y GV A105/T8"
1206,valve,ball_valve,1.0,,,,,,600,,,,,threaded,,,0.8,"VALVE, BALL, 1"", THREADED, 600 LB"
1207,valve,ball_valve,0.5,,,stainless_steel,,,2000,,,,,threaded,316ss,wog,0.9,"VALVE, BALL, 1/2"", THREADED, 2000 PSIG WOG, SS BODY, TRIM: 316SS"
1208,valve,ball_valve,0.5,,,brass,,,600,,,,,threaded,,body,0.9,"VALVE, BALL, 1/2"", THREADED, 600 LB, BRASS BODY"
1209,valve,ball_valve,0.5,,,carbon_steel,,,2000,,,,,threaded,rtfe_seat,,0.9,"VALVE, BALL, 1/2"", THREADED, TRIM: RTFE SEAT, 2000 LB, CARBON STEEL BODY"
1210,valve,ball_valve,0.75,,,brass,,,600,,,,,threaded,,body,0.9,"VALVE, BALL, 3/4"", THREADED, 600 LB, BRASS BODY"
1211,valve,ball_valve,1.0,,,stainless_steel,,316,1500,,,,,threaded,full_port,three_piece,0.9,"VALVE, BALL, THREE PIECE, 1"", FNPT, FULL PORT, 1500 LB, 316 STAINLESS"
1212,valve,check_valve,1.0,,,stainless_steel,,,150,,,,RF,,T8,"SWING, REGULAR PORT, BOLTED BONNET",0.8,"VALVE, CHECK, 1 FS 150# RP BB RF T8 SWNG CK VLV"
1213,valve,check_valve,1.0,,,,,,800,,,,,threaded,T8,regular_port brass_body,0.8,"VALVE, CHECK, 1 FS 800# RP BB T8 NPT B/CHK VLV"
1214,valve,check_valve,1.0,,,carbon_steel,,,800,,,,,threaded,GRF,regular_port piston,0.8,"VALVE, CHECK, 1 OMB 840-8-THD-SL 800# FCS BC RP PSTN CHECK VLV THD T:8 G:GRF SL"
1215,valve,check_valve,0.5,,,carbon_steel,,,800,,,,,threaded,T:8,"BONNEY HL-41-T-SL, PISTON CHECK, SPRING LOADED",0.8,"VALVE, CHECK, 1/2 BONNEY HL-41-T-SL 800# FCS BC PSTN CHECK VLV THD T:8 SPG LD"
1216,valve,check_valve,10.0,,,carbon_steel,,,150,,,,raised_face,flanged,swing,,0.9,"VALVE, CHECK, 10 CS 150# RF FLG SWG CHK VLV"
1217,valve,check_valve,2.0,,,carbon_steel,,,300,,,,,flanged,swing,,0.9,"VALVE, CHECK, 2 CS 300# FLG SWG CHK VLV"
1218,valve,check_valve,2.0,,,,,,800,,,,,NPT,T8,RP BB,0.8,"VALVE, CHECK, 2 FS 800# RP BB T8 NPT B/CHK VLV"
1219,valve,check_valve,3.0,,,carbon_steel,,,150,,,,,socket_weld,,swing,0.8,"VALVE, CHECK, 3 CS 150# SWG CHK VLV"
1220,valve,check_valve,3.0,,,carbon_steel,,,300,,,,,flanged,8,swing,0.9,"VALVE, CHECK, 3 CS 300# FLG SWG CHK VLV TRIM 8"
1221,valve,check_valve,0.75,,,carbon_steel,,,800,,,,,threaded,8,spring loaded,0.8,"VALVE, CHECK, 3/4 BONNEY HL-41-T-SL 800# FCS BC PSTN CHECK VLV THD T:8 SPG LD"
1222,valve,check_valve,0.75,,,,,,800,,,,,NPT,T8,RP BB,0.8,"VALVE, CHECK, 3/4 FS 800# RP BB T8 NPT B/CHK VLV"
1223,valve,check_valve,0.75,,,,,,800,,,,,SW,BB,PSTN CHK,0.8,"VALVE, CHECK, 3/4 FS 800# SW BB PSTN CHK VLV"
1224,valve,check_valve,0.75,,,carbon_steel,,,800,,,,,threaded,GRF,regular_port,0.8,"VALVE, CHECK, 3/4 OMB 840-8-THD-SL 800# FCS BC RP PSTN CHECK VLV THD T:8 G:GRF SL"
1225,valve,check_valve,4.0,,,carbon_steel,,,300,,,,,flanged,8,SWG,0.9,"VALVE, CHECK, 4 CS 300# FLG SWG CHK VLV TRIM 8"
1226,valve,check_valve,6.0,,,,,,150,,,,,SWG,8,NEWAY NACE,0.8,"VALVE, CHECK, 6 150# NEWAY SWG CHK VLV TRIM8 NACE"
1227,valve,check_valve,6.0,,,carbon_steel,,,150,,,,,flanged,swing,,0.8,"VALVE, CHECK, 6 CS 150# FLG SWG CHK VLV"
1228,valve,check_valve,6.0,,,carbon_steel,,,300,,,,,flanged,8,Velan F-1114C-02TY swing check,0.9,"VALVE, CHECK, 6 VELAN F-1114C-02TY 300# CS BC SWING CHECK VLV FE T:8 P:GRF"
1229,valve,check_valve,8.0,,,carbon_steel,,,300,,,,,flanged,8,SWG,0.8,"VALVE, CHECK, 8 CS 300# FLG SWG CHK VLV TRIM 8"
1230,valve,check_valve,0.5,,,carbon_steel,,,800,,,,,threaded,13,"piston, horizontal",0.9,"VALVE, CHECK, PISTON, HORIZ, 1/2"", THREADED, 800 LB, CS BODY, TR:13"
1231,valve,check_valve,0.75,,,carbon_steel,,,800,,,,,threaded,13,"piston, horizontal",0.9,"VALVE, CHECK, PISTON, HORIZ, 3/4"", THREADED, 800 LB, CS BODY, TR:13"
1232,valve,check_valve,0.75,,,carbon_steel,A105,,800,,,,,socket_weld,piston,spring_loaded,0.9,"VALVE, CHECK, PISTON, SPRING LOADED, 3/4"", SOCKET WELD, 800 LB, C.S., A105"
1233,valve,check_valve,0.75,,,carbon_steel,A105,,800,,,,,socket_weld,piston,"spring_loaded,nace",0.9,"VALVE, CHECK, PISTON, SPRING LOADED, 3/4"", SOCKET WELD, 800 LB, C.S., A105, NACE"
1234,valve,check_valve,1.0,,,carbon_steel,A105,,800,,,,,threaded,,"swing, bolted cover",0.9,"VALVE, CHECK, SWING, 1"", THREADED, 800 LB, BOLTED COVER, CARBON STEEL, A105"
1235,valve,check_valve,12.0,,,carbon_steel,,,150,,,,,flanged,13,swing,0.9,"VALVE, CHECK, SWING, 12"", FLANGED END, 150 LB, CS BODY, TR:13"
1236,valve,check_valve,3.0,,,carbon_steel,,,150,,,,,flanged,13,swing,0.9,"VALVE, CHECK, SWING, 3"", FLANGED END, 150 LB, CS BODY, TR:13"
1237,valve,check_valve,0.75,,,carbon_steel,A105,,800,,,,,threaded,,"swing, bolted cover",0.9,"VALVE, CHECK, SWING, 3/4"", THREADED, 800 LB, BOLTED COVER, CARBON STEEL, A105"
1238,valve,check_valve,4.0,,,carbon_steel,,,150,,,,,flanged,13,swing,0.9,"VALVE, CHECK, SWING, 4"", FLANGED END, 150 LB, CS BODY, TR:13"
1239,valve,check_valve,4.0,,,carbon_steel,,,300,,,,,flanged,13,swing,0.9,"VALVE, CHECK, SWING, 4"", FLANGED END, 300 LB, CS BODY, TR:13"
1240,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,*0619,0.9,"VALVE, GATE, *0619 2 CS 150# FLG OS&Y GATE VLV"
1241,valve,gate_valve,3.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,*0619,0.9,"VALVE, GATE, *0619 3 CS 150# FLG OS&Y GATE VLV"
1242,valve,gate_valve,3.0,,,carbon_steel,,,300,,,,,flanged,OS&Y,*0619,0.9,"VALVE, GATE, *0619 3 CS 300# FLG OS&Y GATE VLV"
1243,valve,gate_valve,4.0,,,carbon_steel,,,300,,,,,flanged,OS&Y,*0619,0.9,"VALVE, GATE, *0619 4 CS 300# FLG OS&Y GATE VLV"
1244,valve,gate_valve,6.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,*0619,0.9,"VALVE, GATE, *0619 6 CS 150# FLG OS&Y GATE VLV"
1245,valve,gate_valve,1.0,,,carbon_steel,A105,T8,300,,,,,FLG,BB,OS&Y,0.9,"VALVE, GATE, 1 300# FLG BB OS&Y GV A105/T8"
1246,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,socket_weld,8,"full_port, bonnet_bolted",0.8,"VALVE, GATE, 1 BONNEY H-11-SW/T 800# FCS FP BB GATE VLV TSW T:8 P:GRF HW"
1247,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,socket_weld,GRF,Bonney HL-11-SW,0.8,"VALVE, GATE, 1 BONNEY HL-11-SW 800# FCS GATE VLV SW T:8 P:GRF"
1248,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,socket_weld,GRF,"Bonney HL-11, BB (Bolted Bonnet), HW (Handwheel)",0.8,"VALVE, GATE, 1 BONNEY HL-11-SW/T 800# FCS BB GATE VLV TSW T:8 P:GRF HW"
1249,valve,gate_valve,1.0,,,,,,150,,,,RF,,T12,RP BB,0.8,"VALVE, GATE, 1 FS 150# RP BB T12 RF GATE VLV"
1250,valve,gate_valve,1.0,,,,,,800,,,,,threaded,T8,regular_port BB MTXFT,0.8,"VALVE, GATE, 1 FS 800# RP BB MTXFT T8 GATE VLV"
1251,valve,gate_valve,1.0,,,,,,800,,,,,SXT,T8,RP BB,0.8,"VALVE, GATE, 1 FS 800# RP BB T8 SXT GATE VLV"
1252,valve,gate_valve,1.0,,,,,,800,,,,,THD X SW,,FS,0.8,"VALVE, GATE, 1 FS 800# TXSW GATE VLV"
1253,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,socket_weld,12N,"regular_port, handwheel, NACE compliant",0.8,"VALVE, GATE, 1 OMB 810-12-SW 800# FCS BB RP GATE VLV SW T:12N P:GRF HW NACE"
1254,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,socket_weld,8,regular_port handwheel,0.8,"VALVE, GATE, 1 OMB 810-8-SW 800# FCS BB RP GATE VLV SW T:8 P:GRF HW"
1255,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,SW X THD,8,"regular_port, handwheel operated",0.8,"VALVE, GATE, 1 OMB 810-8-SWXTHD 800# FCS BB RP GATE VLV SW X THD T:8 P:GRF HW"
1256,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,threaded,8,"regular_port, handwheel",0.8,"VALVE, GATE, 1 OMB 810-8-THD 800# FCS BB RP GATE VLV THD T:8 P:GRF HW"
1257,valve,gate_valve,1.0,,,carbon_steel,A105,,150,,,,raised_face,flanged,12/316 SS/NACE,"standard_port, BB",0.9,"VALVE, GATE, 1"", RF FLANGED, 150 LB, STD PORT, BB, A105 BODY, TR: 12/316 SS/NACE"
1258,valve,gate_valve,1.0,,,stainless_steel,,316,800,,,,,SW X THD,,NACE,0.9,"VALVE, GATE, 1"", SOCKET WELD X THREADED, 800 LB, 316 SS, NACE"
1259,valve,gate_valve,1.0,,,carbon_steel,,,800,,,,,SW X THD,8/13CR,,0.9,"VALVE, GATE, 1"", SOCKET WELD X THREADED, 800 LB, CS BODY, TR:8 /13CR"
1260,valve,gate_valve,1.0,,,carbon_steel,A105,316,800,,,,NACE,SW X THD,316,regular_port,0.9,"VALVE, GATE, 1"", SOCKET WELD X THREADED, RED PORT, 800LB, A105,316 NACE (API#12)"
1261,valve,gate_valve,1.0,,,carbon_steel,A105,,800,,,,,SW X THD,8,NACE,0.9,"VALVE, GATE, 1"", SOCKET WELD X THREADED, STD PORT, 800 LB, A105, TRIM 8, NACE"
1262,valve,gate_valve,1.0,,,stainless_steel,,316,800,,,,,socket_weld,316ss,bolted_bonnet,0.9,"VALVE, GATE, 1"", SOCKET WELD, 800 LB, BOLTED BONNET, 316 BODY, TR: 12/316SS"
1263,valve,gate_valve,1.0,,,carbon_steel,A105,,800,,,,,socket_weld,12/316,NACE,0.9,"VALVE, GATE, 1"", SOCKET WELD, STD PORT, 800 LB, A105, TRIM 12/316, NACE"
1264,valve,gate_valve,1.0,,,brass,,,150,,,,,threaded,brass,,0.9,"VALVE, GATE, 1"", THREADED, 150 LB, BRASS BODY, TR: BRASS"
1265,valve,gate_valve,1.0,,,carbon_steel,A105,,800,,,,,threaded,8,"BB, graphite",0.9,"VALVE, GATE, 1"", THREADED, 800 LB, BB, CS BODY, A105, TRIM 8, GRAPHITE"
1266,valve,gate_valve,1.0,,,carbon_steel,A105,,800,,,,,threaded,8,"standard_port, bonnet_bolted",0.9,"VALVE, GATE, 1"", THREADED, STD PORT, 800 LB, BB, CRB STL, A105, TRIM 8"
1267,valve,gate_valve,0.5,,,stainless_steel,,F316,800,,,,,threaded_socket_weld,BB,T12,0.9,"VALVE, GATE, 1/2 800# F316 TSW BB GATE VLV T12"
1268,valve,gate_valve,0.5,,,carbon_steel,A105,,800,,,,,THD X SW,T8,BB OS&Y,0.9,"VALVE, GATE, 1/2 800# TXSW BB OS&Y GV A105/T8"
1269,valve,gate_valve,0.5,,,carbon_steel,,,800,,,,,threaded_and_socket_weld,8,"Bonney HL-11, BB (bolted bonnet), HW (handwheel)",0.8,"VALVE, GATE, 1/2 BONNEY HL-11-SW/T 800# FCS BB GATE VLV TSW T:8 P:GRF HW"
1270,valve,gate_valve,0.5,,,carbon_steel,,,800,,,,,threaded,8,"BONNEY HL-11-T, GRF packing",0.8,"VALVE, GATE, 1/2 BONNEY HL-11-T 800# FCS GATE VLV THD T:8 P:GRF"
1271,valve,gate_valve,0.5,,,stainless_steel,,316L,800,,,,,threaded,T12,"regular_port, bonnet_bolted",0.8,"VALVE, GATE, 1/2 FS 800 RP BB NPT 6L T12 GATE VL"
1272,valve,gate_valve,0.5,,,,,,800,,,,,FT,T8,RP BB,0.8,"VALVE, GATE, 1/2 FS 800# RP BB MSXFT T8 GATE VLV"
1273,valve,gate_valve,0.5,,,,,,800,,,,,NPT,T8,RP BB,0.8,"VALVE, GATE, 1/2 FS 800# RP BB T8 NPT GATE VLV"
1274,valve,gate_valve,0.5,,,,,,800,,,,,SXT,T8,RP BB,0.8,"VALVE, GATE, 1/2 FS 800# RP BB T8 SXT GATE VLV"
1275,valve,gate_valve,0.5,,,bronze,,,150,,,,,threaded,bronze,"KITZ 42T-AK150LUT, UB ISRS, HW",0.9,"VALVE, GATE, 1/2 KITZ 42T-AK150LUT 150# BRZ UB ISRS GATE VLV THD T:BRZ HW"
1276,valve,gate_valve,0.5,,,carbon_steel,,,800,,,,,threaded,8,regular_port hardwheel,0.8,"VALVE, GATE, 1/2 OMB 810-8-THD 800# FCS BB RP GATE VLV THD T:8 P:GRF HW"
1277,valve,gate_valve,0.5,,,carbon_steel,A105,,800,,,,,SW X THD,8,"BB, STD PORT",0.9,"VALVE, GATE, 1/2"", SOCKET WELD X THREADED, STD PORT, 800 LB, BB, A105, TRIM 8"
1278,valve,gate_valve,0.5,,,carbon_steel,A105,,800,,,,,SW X THD,12/316SS,STD PORT,0.9,"VALVE, GATE, 1/2"", SOCKET WELD X THREADED, TRIM:12/316SS, STD PORT, 800 LB, A105"
1279,valve,gate_valve,0.5,,,carbon_steel,A105,,800,,,,,socket_weld,8,"bolted_bonnet,standard_port",0.9,"VALVE, GATE, 1/2"", SOCKET WELD, STD PORT, 800 LB, BOLTED BONNET, A105, TRIM 8"
1280,valve,gate_valve,0.5,,,stainless_steel,,316L,800,,,,,threaded,316,standard_port,0.9,"VALVE, GATE, 1/2"", THREADED, 800 LB, STD PORT, BODY 316L, TRIM 316 SS"
1281,valve,gate_valve,0.5,,,carbon_steel,A105,,800,,,,,threaded,8,"std_port,bolted_bonnet",0.9,"VALVE, GATE, 1/2"", THREADED, 800 LB, STD PORT, BOLTED BONNET, A105, TRIM 8"
1282,valve,gate_valve,10.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,,0.9,"VALVE, GATE, 10 CS 150# FLG OS&Y GATE VLV"
1283,valve,gate_valve,10.0,,,carbon_steel,,,150,,,,raised_face,flanged,,,0.9,"VALVE, GATE, 10 CS 150# RF FLG GATE VLV"
1284,valve,gate_valve,10.0,,,carbon_steel,,,300,,,,,flanged,8,HW,0.8,"VALVE, GATE, 10 CS 300# FLG GATE VLV TRIM 8 HW"
1285,valve,gate_valve,10.0,,,carbon_steel,,,300,,,cast,raised_face,flanged,13,,0.9,"VALVE, GATE, 10"", RF FLANGED, 300 LB, CAST CARBON STEEL BODY, TR:13"
1286,valve,gate_valve,1.5,,,carbon_steel,A105,,800,,,,,THD X SW,T8,BB OS&Y,0.9,"VALVE, GATE, 1-1/2 800# TXSW BB OS&Y GV A105/T8"
1287,valve,gate_valve,1.5,,,carbon_steel,,,800,,,,,socket_weld,8,"BONNEY HL-11-SW, P:GRF",0.8,"VALVE, GATE, 1-1/2 BONNEY HL-11-SW 800# FCS GATE VLV SW T:8 P:GRF"
1288,valve,gate_valve,1.5,,,,,,300,,,,RF,,T8,RP BB,0.8,"VALVE, GATE, 1-1/2 FS 300# RP BB RF T8 GATE VLV"
1289,valve,gate_valve,1.5,,,,,,800,FS,,,,NPT,T8,RP BB,0.8,"VALVE, GATE, 1-1/2 FS 800# RP BB T8 NPT GATE VLV"
1290,valve,gate_valve,1.5,,,,,,800,,,,,SW,T8,RP,0.8,"VALVE, GATE, 1-1/2 FS 800# RP WB T8 SW GATE VLV"
1291,valve,gate_valve,1.5,,,carbon_steel,,,800,,,,,SW,8,"regular_port, handwheel",0.8,"VALVE, GATE, 1-1/2 OMB 810-8-SW 800# FCS BB RP GATE VLV SW T:8 P:GRF HW"
1292,valve,gate_valve,1.5,,,carbon_steel,,,800,,,,,SW X THD,8,regular_port,0.8,"VALVE, GATE, 1-1/2 OMB 810-8-SWXTHD 800# FCS BB RP GATE VLV SW X THD T:8 P:GRF HW"
1293,valve,gate_valve,1.5,,,carbon_steel,,,300,,,,RF,RF,8,regular_port handwheel,0.8,"VALVE, GATE, 1-1/2 OMB F3-810-8-RF 300# FCS BB RP GATE VLV RF T:8 P:GRF HW"
1294,valve,gate_valve,1.5,,,carbon_steel,A105,WCB,300,,,,RF,flanged,8,NACE,0.9,"VALVE, GATE, 1-1/2"", RF FLANGED, 300 LB, FULL PORT, CS, WCB, A105, TRIM 8, NACE"
1295,valve,gate_valve,1.5,,,carbon_steel,A105,,300,,,,raised_face,flanged,8,standard_port,0.9,"VALVE, GATE, 1-1/2"", RF FLANGED, STD PORT, 300 LB, BB, CRB STL, A105, TRIM 8"
1296,valve,gate_valve,1.5,,,carbon_steel,A105,,800,,,,,socket_weld,8,std_port bb,0.9,"VALVE, GATE, 1-1/2"", SOCKET WELD, STD PORT, 800 LB, BB, A105, TRIM 8"
1297,valve,gate_valve,1.5,,,carbon_steel,,,800,,,,,threaded,13,bolted bonnet,0.9,"VALVE, GATE, 1-1/2"", THREADED, 800 LB, BOLTED BONNET, CS BODY, TR:13"
1298,valve,gate_valve,12.0,,,carbon_steel,,,150,,,,,flanged,8,HW,0.9,"VALVE, GATE, 12 CS 150# FLG GATE VLV TRIM 8 HW"
1299,valve,gate_valve,12.0,,,carbon_steel,,,150,,,,raised_face,flanged,,,0.9,"VALVE, GATE, 12 CS 150# RF FLG GATE VLV"
1300,valve,gate_valve,12.0,,,carbon_steel,,,300,,,,,flanged,8,HW,0.9,"VALVE, GATE, 12 CS 300# FLG GATE VLV TRIM 8 HW"
1301,valve,gate_valve,12.0,,,carbon_steel,,WCB,150,,,,RF,FLG,8/13CR,full_port,0.9,"VALVE, GATE, 12"", RF FLANGED, 150 LB, FULL PORT, CRB STL , WCB, TRIM 8/13CR"
1302,valve,gate_valve,14.0,,,carbon_steel,,,300,,,cast,raised_face,flanged,13,,0.9,"VALVE, GATE, 14"", RF FLANGED, 300 LB, CAST CARBON STEEL BODY, TR:13"
1303,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,raised_face,,8,FP LE,0.8,"VALVE, GATE, 2 150# RF FP CS TRIM 8 LE GATE VLV"
1304,valve,gate_valve,2.0,,,carbon_steel,A105,,300,,,,raised_face,flanged,T-8,,0.9,"VALVE, GATE, 2 300# A105 RF FLG GATE VLV T-8"
1305,valve,gate_valve,2.0,,,carbon_steel,A105,T8,300,,,,,flanged,BB OS&Y,,0.9,"VALVE, GATE, 2 300# FLG BB OS&Y GV A105/T8"
1306,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,,flanged,8,HW,0.8,"VALVE, GATE, 2 CS 150# FLG GATE VLV TRIM 8 HW"
1307,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,,0.9,"VALVE, GATE, 2 CS 150# FLG OS&Y GATE VLV"
1308,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,raised_face,flanged,,,0.9,"VALVE, GATE, 2 CS 150# RF FLG GATE VLV"
1309,valve,gate_valve,2.0,,,carbon_steel,,,600,,,,,flanged,8,HW,0.8,"VALVE, GATE, 2 CS 600# FLG GATE VLV TRIM 8 HW"
1310,valve,gate_valve,2.0,,,carbon_steel,,,300,,,,rf,bb,8,"OS&Y, HW",0.8,"VALVE, GATE, 2 DSI 23XUF 300# CS BB OS&Y GATE VALVE RF T:8 P:GRF HW"
1311,valve,gate_valve,2.0,,,,,,800,,,,,NPT,T8,RP BB,0.8,"VALVE, GATE, 2 FS 800# RP BB T8 NPT GATE VLV"
1312,valve,gate_valve,2.0,,,,,,800,,,,,socket_weld,T8,"regular_port, bolted_bonnet",0.8,"VALVE, GATE, 2 FS 800# RP BB T8 SXT GATE VLV"
1313,valve,gate_valve,2.0,,,carbon_steel,A216,WCB,150,,,,,flanged,8,"KITZ manufacturer, BB(bolted bonnet), GRF(graphite)",0.9,"VALVE, GATE, 2 KITZ 150SCLS 150# CS BB GATE VLV FE T:8 P:GRF A216 WCB"
1314,valve,gate_valve,2.0,,,carbon_steel,A216,WCB,300,,,,,flanged,8,"KITZ, BB, GRF",0.9,"VALVE, GATE, 2 KITZ 300SCLS 300# CS BB GATE VLV FE T:8 P:GRF A216 WCB"
1315,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,raised_face,,8,"regular_port, handwheel operated",0.8,"VALVE, GATE, 2 OMB F1-810-8-RF 150# FCS BB RP GATE VLV RF T:8 P:GRF HW"
1316,valve,gate_valve,2.0,,,carbon_steel,,,300,,,,RF,RF,8,regular_port handwheel,0.8,"VALVE, GATE, 2 OMB F3-810-8-RF 300# FCS BB RP GATE VLV RF T:8 P:GRF HW"
1317,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,,FE,12N,"OS&Y, BB, HW, NACE",0.8,"VALVE, GATE, 2 VELAN F-0064C-02NB 150# CS BB OS&Y GATE VALVE FE T:12N P:GRF HW NACE"
1318,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,,BB,8,"OS&Y, handwheel operated",0.9,"VALVE, GATE, 2 VELAN F-0064C-02TY 150# CS BB OS&Y GATE VALVE FE T:8 P:GRF HW"
1319,valve,gate_valve,2.0,,,carbon_steel,,,300,,,,,BB,8,"OS&Y, handwheel operated",0.9,"VALVE, GATE, 2 VELAN F-1064C-02TY 300# CS BB OS&Y GATE VALVE FE T:8 P:GRF HW"
1320,valve,gate_valve,2.0,,,carbon_steel,,,150,,,,raised_face,flanged,13,,0.9,"VALVE, GATE, 2"", RF FLANGED, 150 LB, CS BODY, TR:13"
1321,valve,gate_valve,2.0,,,carbon_steel,,,300,,,,raised_face,flanged,13,,0.9,"VALVE, GATE, 2"", RF FLANGED, 300 LB, CS BODY, TR:13"
1322,valve,gate_valve,2.0,,,carbon_steel,,WCB,300,,,,raised_face,flanged,8,"FULL PORT, NACE",0.9,"VALVE, GATE, 2"", RF FLANGED, 300 LB, FULL PORT, CRB STL, WCB, TRIM 8, NACE"
1323,valve,gate_valve,2.0,,,carbon_steel,,WCB,300,,,,raised_face,flanged,8/13CR,full_port,0.9,"VALVE, GATE, 2"", RF FLANGED, 300 LB, FULL PORT, CRB STL, WCB, TRIM 8/13CR"
1324,valve,gate_valve,2.0,,,carbon_steel,,,800,,,,,socket_weld,13CR,"API #1, FCS BODY",0.8,"VALVE, GATE, 2"", SOCKET WELD, 800 LB, API #1, FCS BODY, 13CR TRIM"
1325,valve,gate_valve,2.0,,,carbon_steel,A105,,800,,,,,socket_weld,8,"bolted_bonnet,standard_port",0.9,"VALVE, GATE, 2"", SOCKET WELD, STD PORT, 800 LB, BOLTED BONNET, A105, TRIM: 8"
1326,valve,gate_valve,2.0,,,carbon_steel,A105,,800,,,,,threaded,8,"standard_port, bolted_bonnet",0.9,"VALVE, GATE, 2"", THREADED, STD PORT, 800 LB, BOLTED BONNET, A105, TRIM: 8"
1327,valve,gate_valve,3.0,,,carbon_steel,,,150,,,,,flanged,OS&Y,,0.9,"VALVE, GATE, 3 CS 150# FLG OS&Y GATE VLV"
1328,valve,gate_valve,3.0,,,carbon_steel,,,150,,,,raised_face,flanged,,,0.9,"VALVE, GATE, 3 CS 150# RF FLG GATE VLV"
1329,valve,gate_valve,3.0,,,carbon_steel,,,300,,,,,flanged,OS&Y,,0.9,"VALVE, GATE, 3 CS 300# FLG OS&Y GATE VLV"
