Unnamed: 0,Description,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence
42812,16 STAINLESS STEEL SCHEDULE 40S 304L LONG RADIUS 45 ELBOW A403WPW,fitting,long_radius_45_elbow,16.0,,,stainless_steel,A403,WPW,,40S,,,,,,304L,0.9
42813,16 CARBON STEEL WPL6 STANDARD WELD 45 ELBOW,fitting,45_elbow,16.0,,,carbon_steel,,WPL6,,standard,,weld,,,,,0.8
42814,16 CARBON STEEL WPL6 SCHEDULE XH WELD 45 ELBOW,fitting,45_degree_elbow,16.0,,,carbon_steel,WPL6,,,XH,,weld,,,,,0.9
42815,16 CARBON STEEL STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,16.0,,,carbon_steel,,,,standard,,,butt_weld,,,,0.8
42816,16 CARBON STEEL WPL6 STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,16.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42817,16 CARBON STEEL WPL6 SCHEDULE XH WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,16.0,,,carbon_steel,WPL6,,,XH,,weld,,,,,0.9
42818,16 STAINLESS STEEL SCHEDULE 10S .188 316L CAP WPS,fitting,cap,16.0,,,stainless_steel,,316L,,10S,,WPS,,,,,0.9
42819,16 BLACK PLAIN END A106B STANDARD SEAMLESS DRL PIPE,pipe,seamless_pipe,16.0,,,carbon_steel,A106,B,,standard,,seamless,plain_end,pe,,black,0.9
42820,16 STAINLESS STEEL SCHEDULE 10S 316L A312 WELD PIPE,pipe,pipe,16.0,,,stainless_steel,A312,316L,,10S,,welded,,,,,0.9
42821,16 CARBON STEEL LF2 150 RAISED FACE SLIP ON FLANGE,flange,slip_on,16.0,,,carbon_steel,,LF2,150,,,,raised_face,,,,0.9
42822,16 CARBON STEEL WPL6 STANDARD WELD TEE,fitting,straight_tee,16.0,,,carbon_steel,,WPL6,,standard,,,,butt_weld,,,0.8
42823,16 CARBON STEEL LF2 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,16.0,,,carbon_steel,,LF2,150,standard,,,raised_face,,,,0.9
42824,16 CARBON STEEL 300 STANDARD RAISED FACE WELD NECK A105N,flange,weld_neck,16.0,,,carbon_steel,A105,N,300,standard,,,raised_face,,,,0.9
42825,16 STAINLESS STEEL 304L 300 SCHEDULE 40S RAISED FACE WELD NECK FLANGE,flange,weld_neck,16.0,,,stainless_steel,,304L,300,40S,,,raised_face,,,,0.9
42826,16 CARBON STEEL LF2 300 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,16.0,,,carbon_steel,,LF2,300,standard,,,raised_face,,,,0.9
42827,16 CARBON STEEL LF2 300 SCHEDULE XH RAISED FACE WELD NECK FLANGE,flange,weld_neck,16.0,,,carbon_steel,,LF2,300,XH,,,raised_face,,,,0.9
42828,16 CARBON STEEL STANDARD WELD CAP,fitting,cap,16.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42829,16 CARBON STEEL STANDARD WELD 45 ELBOW,fitting,elbow_45,16.0,,,carbon_steel,,,,standard,,,bw,butt_weld,,,0.8
42830,16 STAINLESS STEEL SCHEDULE 10 304L LONG RADIUS 90 ELBOW A403WPW,fitting,long_radius_90_elbow,16.0,,,stainless_steel,A403,WPW,,10,,,,,,,0.9
42831,16 CARBON STEEL STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,16.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42832,16 CARBON STEEL 150 FLAT FACE SLIP ON FLANGE,flange,slip_on,16.0,,,carbon_steel,,,150,,,,flat_face,,,,0.9
42833,16 STAINLESS STEEL SCHEDULE 10S 304L A312 WELD PIPE,pipe,pipe,16.0,,,stainless_steel,A312,304L,,10S,,weld,,,,,0.9
42834,16 BLACK PLAIN END A53B STANDARD ELECTRIC RESISTANCE WELDED DRL PIPE,pipe,erw_pipe,16.0,,,carbon_steel,A53,B,,standard,,erw,,pe,,black_drl,0.9
42835,16 STAINLESS STEEL SCHEDULE 10S 304L TEE,fitting,tee,16.0,,,stainless_steel,,304L,,10S,,,,,,,0.9
42836,16 CARBON STEEL STANDARD WELD TEE,fitting,straight_tee,16.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42837,16X10 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,16.0,10.0,,carbon_steel,,,,standard,,,,weld,,,0.8
42838,16X16X10 CARBON STEEL STANDARD WELD TEE,fitting,straight_tee,16.0,10.0,,carbon_steel,,,,standard,,,,bw,,,0.8
42839,16 X 8 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,16.0,8.0,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42840,16X8 CARBON STEEL STANDARD WELD ECCENTRIC REDUCER,fitting,eccentric_reducer,16.0,8.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42841,16 X 10 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,16.0,10.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42842,16 X 12 CARBON STEEL STANDARD WELD ECCENTRIC REDUCER,fitting,eccentric_reducer,16.0,12.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42843,18 CARBON STEEL WPL6 STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,18.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42844,18 STAINLESS STEEL SCHEDULE 40S 304L A312 WELD PIPE,pipe,pipe,18.0,,,stainless_steel,A312,304L,,40S,,weld,,,,,0.9
42845,18 STAINLESS STEEL SCHEDULE 10 304L A312 WELD PIPE,pipe,pipe,18.0,,,stainless_steel,A312,304L,,10,,weld,,,,,0.9
42846,18 CARBON STEEL LF2 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,18.0,,,carbon_steel,,LF2,150,standard,,,raised_face,,,,0.9
42847,18 CARBON STEEL STANDARD WELD CAP,fitting,cap,18.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42848,18 CARBON STEEL STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,18.0,,,carbon_steel,,,,standard,,welded,,butt_weld,,,0.8
42849,18 CARBON STEEL STANDARD WELD SHORT RADIUS 90 ELBOW,fitting,short_radius_90_elbow,18.0,,,carbon_steel,,,,standard,,weld,,,,,0.9
42850,18 CARBON STEEL 150 RAISED FACE BLIND FLANGE,flange,blind,18.0,,,carbon_steel,,,150,,,,raised_face,,,,0.9
42851,18 CARBON STEEL 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,18.0,,,carbon_steel,,,150,standard,,,raised_face,,,,0.9
42852,18 BLACK PLAIN END A53B STANDARD ELECTRIC RESISTANCE WELDED DRL PIPE,pipe,erw_pipe,18.0,,,carbon_steel,A53,B,,standard,,erw,plain_end,pe,,drl,0.9
42853,18X12 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,18.0,12.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42854,18X16 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,18.0,16.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42855,18 X 18 X 14 CARBON STEEL WPL6 STANDARD WELD TEE,fitting,tee,18.0,14.0,,carbon_steel,WPL6,,,standard,,weld,,,,,0.8
42856,"1"" 150 GASKET CGI 304/304/FG/304",gasket,spiral_wound,1.0,,,stainless_steel,,304,150,,,,,,304/FG/304,CGI,0.9
42857,"1"" 150 GASKET CGI 304/304/FG/304",gasket,spiral_wound,1.0,,,stainless_steel,,304,150,,,,,,,CGI FG,0.9
42858,2 STAINLESS STEEL SCHEDULE 10 304L SEAMLESS 45 ELBOW,fitting,45_elbow,2.0,,,stainless_steel,,304L,,10,,seamless,,,,,0.9
42859,2 STAINLESS STEEL SCHEDULE 10 316L SEAMLESS 45 ELBOW,fitting,45_elbow,2.0,,,stainless_steel,,316L,,10,,seamless,,,,,0.9
42860,2 CARBON STEEL WPL6 SCHEDULE XH WELD 45 ELBOW,fitting,45_elbow,2.0,,,carbon_steel,WPL6,,,XH,,weld,,,,,0.8
42861,2 CARBON STEEL WPL6 STANDARD WELD 45 ELBOW,fitting,45_degree_elbow,2.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.8
42862,2 CARBON STEEL WPL6 SCHEDULE XH WELD 45 ELBOW,fitting,45_degree_elbow,2.0,,,carbon_steel,WPL6,,,XH,,weld,,,,,0.9
42863,2 CARBON STEEL SCHEDULE XH WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,2.0,,,carbon_steel,,,,XH,,weld,,,,,0.8
42864,2 STAINLESS STEEL SCHEDULE 10 304L SEAMLESS LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,2.0,,,stainless_steel,,304L,,10,,seamless,,,,,0.9
42865,2 STAINLESS STEEL SCHEDULE 10 316L SEAMLESS LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,2.0,,,stainless_steel,,316L,,10,,seamless,,,,,0.9
42866,2 CARBON STEEL WPL6 STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,2.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42867,2 STAINLESS STEEL 304L 150 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,stainless_steel,,304L,150,,,,raised_face,,,,0.9
42868,2 STAINLESS STEEL 304L 300 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,stainless_steel,,304L,300,,,,raised_face,,,,0.9
42869,2 STAINLESS STEEL 304L 600 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,stainless_steel,,304L,600,,,,raised_face,,,,0.9
42870,2 CARBON STEEL LF2 600 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,carbon_steel,,LF2,600,,,,raised_face,,,,0.9
42871,2 CARBON STEEL 150 RAISED FACE BLIND FLANGE A105N,flange,blind,2.0,,,carbon_steel,A105,N,150,,,,raised_face,,,,1.0
42872,2 CARBON STEEL LF2 150 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,carbon_steel,,LF2,150,,,,raised_face,,,,0.9
42873,2 STAINLESS STEEL SCHEDULE 10 304L SEAMLESS CAP,fitting,cap,2.0,,,stainless_steel,,304L,,10,,seamless,,,,,0.9
42874,2 CARBON STEEL WPL6 STANDARD WELD CAP,fitting,cap,2.0,,,carbon_steel,WPL6,,,standard,,welded,,,,,0.8
42875,2 CARBON STEEL WPL6 SCHEDULE XH WELD CAP,fitting,cap,2.0,,,carbon_steel,,WPL6,,XH,,welded,,BW,,,0.8
42876,"2"" 600 CHECK VALVE CARBON STEEL/STAINLESS STEEL WAFER METAL",valve,check_valve,2.0,,,carbon_steel,,,600,,,,,wafer,stainless_steel,metal,0.8
42877,"2"" 1000 BALL VALVE CARBON STEEL/STAINLESS STEEL TRIM THREADED FULL PORT XTREME SEATS",valve,ball_valve,2.0,,,carbon_steel,,,1000,,,,,threaded,stainless_steel,full_port xtreme_seats,0.8
42878,2 NA 1/16 150 FULL FACE GASKET,gasket,full_face,2.0,,,,,,150,,,,,,,"1/16"" thickness",0.9
42879,2 BLACK PLAIN END A106B SCHEDULE 80 SEAMLESS SRL PIPE,pipe,seamless_pipe,2.0,,,carbon_steel,A106,B,,80,,seamless,plain_end,pe,,black,0.9
42880,2 BLACK A333 GR6 SCHEDULE 80 SEAMLESS DRL PIPE,pipe,seamless_pipe,2.0,,,carbon_steel,A333,6,,80,,seamless,drl,,,black,0.9
42881,2 BLACK A333 GR6 SCHEDULE 40 SEAMLESS DRL PIPE,pipe,seamless_pipe,2.0,,,carbon_steel,A333,GR6,,40,,seamless,drl,,,black,0.9
42882,2 BLACK A333 GR6 SCHEDULE 80 SEAMLESS DRL PIPE,pipe,seamless,2.0,,,carbon_steel,A333,GR6,,80,,seamless,DRL,,,black,0.9
42883,2 CRMLY P11 SCHEDULE 160 SA335 SEAMLESS PIPE,pipe,seamless_pipe,2.0,,,chrome_moly,SA335,P11,,160,,seamless,,,,,0.9
42884,2 CRMLY P11 SCHEDULE 40 SA335 SEAMLESS PIPE,pipe,seamless_pipe,2.0,,,chrome_moly,SA335,P11,,40,,seamless,,,,,0.9
42885,2 CRMLY P11 SCHEDULE 80 SA335 SEAMLESS PIPE,pipe,seamless_pipe,2.0,,,chrome_moly,SA335,P11,,80,,seamless,,,,,0.9
42886,2 STAINLESS STEEL SCHEDULE 10 316L A312 SEAMLESS PIPE,pipe,seamless_pipe,2.0,,,stainless_steel,A312,316L,,10,,seamless,,,,,0.9
42887,2 FORGED STEEL 3000/6000 THREADED ROUND HEAD PLUG,fitting,plug,2.0,,,carbon_steel,,,3000/6000,,,forged,round_head,threaded,,,0.8
42888,2 150 CGI 316/316/FG/316 GASKET,gasket,spiral_wound,2.0,,,stainless_steel,,316,150,,,,,,316/FG/316,CGI,0.9
42889,"2"" 1500 BALL VALVE STAINLESS STEEL THREADED 1-PIECE",valve,ball_valve,2.0,,,stainless_steel,,,1500,,,,,threaded,,1-piece,0.8
42890,2 STAINLESS STEEL SCHEDULE 10 304L SEAMLESS TEE,fitting,tee,2.0,,,stainless_steel,,304L,,10,,seamless,,,,,0.9
42891,2 STAINLESS STEEL SCHEDULE 40 304L SEAMLESS TEE,fitting,tee,2.0,,,stainless_steel,,304L,,40,,seamless,,,,,0.9
42892,2 STAINLESS STEEL SCHEDULE 10 316L SEAMLESS TEE,fitting,tee,2.0,,,stainless_steel,,316L,,10,,seamless,,,,,0.9
42893,2 CARBON STEEL WPL6 SCHEDULE XH WELD TEE,fitting,tee,2.0,,,carbon_steel,,WPL6,,XH,,weld,,,,,0.8
42894,2 CARBON STEEL 150 STANDARD RAISED FACE WELD NECK FLANGE A105N,flange,weld_neck,2.0,,,carbon_steel,A105,N,150,standard,,,raised_face,,,,1.0
42895,2 STAINLESS STEEL 316L 150 SCHEDULE 10 RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,stainless_steel,,316L,150,10,,,raised_face,,,,0.9
42896,2 CARBON STEEL LF2 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,carbon_steel,,LF2,150,standard,,,raised_face,,,,0.9
42897,2 CARBON STEEL LF2 150 SCHEDULE XH RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,carbon_steel,,LF2,150,XH,,,raised_face,,,,0.9
42898,2 CARBON STEEL 300 STANDARD RAISED FACE WELD NECK A105N,flange,weld_neck,2.0,,,carbon_steel,A105,N,300,standard,,,raised_face,,,,1.0
42899,2 STAINLESS STEEL 304L 300 SCHEDULE 10 RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,stainless_steel,,304L,300,10,,,raised_face,,,,0.9
42900,2 CRMLY F11 600 SCHEDULE XH RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,chrome_moly,,F11,600,XH,,,raised_face,,,,0.9
42901,2 STAINLESS STEEL 304L 600 SCHEDULE 10 RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,stainless_steel,,304L,600,10,,,raised_face,,,,0.9
42902,2 CARBON STEEL LF2 600 SCHEDULE XH RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,carbon_steel,,LF2,600,XH,,,raised_face,,,,0.9
42903,2 CARBON STEEL LF2 600 SCHEDULE XH RAISED FACE WELD NECK FLANGE,flange,weld_neck,2.0,,,carbon_steel,,LF2,600,XH,,,raised_face,,,,0.9
42904,2 FORGED STEEL 3000 SOCKET COUPLING,fitting,coupling,2.0,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.8
42905,2 FORGED STEEL 3000 SOCKET 45 ELBOW,fitting,elbow_45_degree,2.0,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.8
42906,2 FORGED STEEL 3000 SOCKET 90 ELBOW,fitting,90_elbow,2.0,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.9
42907,2 CARBON STEEL 300 RAISED FACE BLIND FLANGE,flange,blind,2.0,,,carbon_steel,,,300,,,,raised_face,,,,0.9
42908,2 CARBON STEEL 150 SCHEDULE XH FLAT FACE SOCKETWELD FLANGE,flange,socket_weld,2.0,,,carbon_steel,,,150,XH,,,flat_face,socket_weld,,,0.9
42909,2 CARBON STEEL 300 RAISED FACE SLIP ON FLANGE,flange,slip_on,2.0,,,carbon_steel,,,300,,,,raised_face,,,,0.9
42910,2 CARBON STEEL 150 SCHEDULE XH RAISED FACE SOCKETWELD FLANGE,flange,socket_weld,2.0,,,carbon_steel,,,150,extra_heavy,,,raised_face,socket_weld,,,0.9
42911,2 BLACK PLAIN END A53B SCHEDULE 80 ELECTRIC RESISTANCE WELDED DRL PIPE,pipe,erw_pipe,2.0,,,carbon_steel,A53,B,,80,,erw,plain_end,pe,,drl,0.9
42912,2 FORGED STEEL 3000 SOCKET TEE,fitting,tee,2.0,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.8
42913,2 FORGED STEEL 3000 SOCKET 45 ELBOW,fitting,45_elbow,2.0,,,carbon_steel,,,3000,,,forged,,socket_weld,,,0.8
42914,2 X 1 BLACK STANDARD CONCENTRIC SOCKETWELD SWAGE PLAIN BOTH ENDS,fitting,concentric_reducer,2.0,1.0,,carbon_steel,,,,standard,,,plain,socket_weld,,black,0.8
42915,2 X 1 BLACK SCHEDULE XH CONCENTRIC SOCKETWELD SWAGE BXP,fitting,concentric_reducer,2.0,1.0,,carbon_steel,,,,extra_heavy,,,,socket_weld,,BXP,0.8
42916,2 X 1/2 BLACK SCHEDULE XH CONCENTRIC SOCKETWELD SWAGE PLAIN BEVELED END,fitting,concentric_reducer,2.0,0.5,,carbon_steel,,,,XH,,,beveled,SW X PE,,black,0.8
42917,20 CARBON STEEL WPL6 STANDARD WELD 45 ELBOW,fitting,45_elbow,20.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42918,2 GALVANIZED THREADED & COUPLED A106B SCHEDULE 80 SEAMLESS SRL PIPE,pipe,seamless_pipe,2.0,,,carbon_steel,A106,B,,80,,seamless,galvanized,threaded,,"coupled,SRL",0.9
42919,20 STAINLESS STEEL SCHEDULE 10S 304L A312 WELD PIPE,pipe,pipe,20.0,,,stainless_steel,A312,304L,,10S,,weld,,,,,0.9
42920,20 STAINLESS STEEL 304L 150 SCHEDULE 10S RAISED FACE WELD NECK FLANGE,flange,weld_neck,20.0,,,stainless_steel,,304L,150,10S,,,raised_face,,,,0.9
42921,20 STAINLESS STEEL 316L 150 S10S RAISED FACE WELD NECK FLANGE,flange,weld_neck,20.0,,,stainless_steel,,316L,150,10S,,,raised_face,,,,0.9
42922,20 CARBON STEEL LF2 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,20.0,,,carbon_steel,,LF2,150,standard,,,raised_face,,,,0.9
42923,20 WRI 600 316 FG 316 IR SOCKET WELD,valve,rising_stem_gate_valve,20.0,,,stainless_steel,,316,600,,,,,socket_weld,316,inside_rising,0.8
42924,20 CARBON STEEL STANDARD WELD CAP,fitting,cap,20.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42925,20 CARBON STEEL STANDARD WELD 45 ELBOW,fitting,45_degree_elbow,20.0,,,carbon_steel,,,,standard,,welded,,,,,0.8
42926,20 CARBON STEEL STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,20.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42927,20 CARBON STEEL 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,20.0,,,carbon_steel,,,150,standard,,,raised_face,,,,0.9
42928,20 STAINLESS STEEL SCHEDULE 10S 304L A312 WELD PIPE,pipe,pipe,20.0,,,stainless_steel,A312,304L,,10S,,welded,,,,,0.9
42929,20 BLACK PLAIN END A53B STANDARD ELECTRIC RESISTANCE WELDED DRL PIPE,pipe,pipe_erw,20.0,,,carbon_steel,A53,B,,standard,,erw,plain_end,pe,,drl,0.9
42930,20 CARBON STEEL STANDARD WELD TEE,fitting,tee,20.0,,,carbon_steel,,,,standard,,welded,,,,,0.8
42931,20 X 14 CARBON STEEL STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,20.0,14.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42932,20 X 12 CARBON STEEL WPL6 STANDARD WELD CONCENTRIC REDUCER,fitting,concentric_reducer,20.0,12.0,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42933,20 X 18 CARBON STEEL WPL6 STANDARD WELD ECCENTRIC REDUCER,fitting,eccentric_reducer,20.0,18.0,,carbon_steel,,WPL6,,standard,,weld,,,,,0.9
42934,20 X 20 X 16 CARBON STEEL STANDARD WELD TEE,fitting,straight_tee,20.0,16.0,,carbon_steel,,,,standard,,welded,,,,,0.8
42935,20 X 20 X 16 CARBON STEEL STANDARD WELD TEE,fitting,tee,20.0,16.0,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42936,24 STAINLESS STEEL SCHEDULE 10S .250 304L LONG RADIUS 45 ELBOW WPW,fitting,long_radius_45_elbow,24.0,,,stainless_steel,,304L,,10S,,,WPW,,,,0.9
42937,24 CARBON STEEL WPL6 STANDARD WELD 45 ELBOW,fitting,45_elbow,24.0,,,carbon_steel,,WPL6,,standard,,weld,,,,,0.8
42938,24 CARBON STEEL WPL6 STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,24.0,,,carbon_steel,WPL6,,,standard,,welded,,butt_weld,,,0.9
42939,24 CARBON STEEL WPL6 STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,24.0,,,carbon_steel,WPL6,,,standard,,,,butt_weld,,,0.9
42940,24 CARBON STEEL LF2 150 RAISED FACE BLIND FLANGE,flange,blind,24.0,,,carbon_steel,,LF2,150,,,,raised_face,,,,0.9
42941,24 CARBON STEEL WPL6 STANDARD WELD CAP,fitting,cap,24.0,,,carbon_steel,WPL6,,,standard,,,,BW,,,0.8
42942,24 NA 1/16 150 FULL FACE GASKET,gasket,full_face,24.0,,,,,,150,,,,,,,1/16 thickness,0.8
42943,24 STAINLESS STEEL SCHEDULE 10S 304L A312 WELD PIPE,pipe,pipe,24.0,,,stainless_steel,A312,304L,,10S,,welded,,,,,0.9
42944,24 CARBON STEEL LF2 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,24.0,,,carbon_steel,,LF2,150,standard,,,raised_face,,,,0.9
42945,24 CARBON STEEL LF2 300 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,24.0,,,carbon_steel,,LF2,300,standard,,,raised_face,,,,0.9
42946,24 CARBON STEEL STANDARD WELD CAP,fitting,cap,24.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42947,24 STAINLESS STEEL SCHEDULE 10 304L LONG RADIUS 45 A403CR,fitting,lr_45_elbow,24.0,,,stainless_steel,A403,304L,,10,,,,,,CR,0.9
42948,24 CARBON STEEL STANDARD WELD 45 ELBOW,fitting,45_degree_elbow,24.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42949,24 CARBON STEEL STANDARD WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,24.0,,,carbon_steel,,,,standard,,weld,,,,,0.8
42950,24 CARBON STEEL 150 STANDARD FLAT FACE WELD NECK FLANGE,flange,weld_neck,24.0,,,carbon_steel,,,150,standard,,,flat_face,,,,0.9
42951,24 CARBON STEEL 150 RAISED FACE SLIP-ON FLANGE A105N,flange,slip_on,24.0,,,carbon_steel,A105,N,150,,,,raised_face,,,,1.0
42952,24 STAINLESS STEEL 304L 300 RAISED FACE SLIP ON FLANGE,flange,slip_on,24.0,,,stainless_steel,,304L,300,,,,raised_face,,,,0.9
42953,24 CARBON STEEL 150 STANDARD RAISED FACE WELD NECK FLANGE,flange,weld_neck,24.0,,,carbon_steel,,,150,standard,,,raised_face,,,,0.9
42954,24 STAINLESS STEEL SCHEDULE 10S 304L A312 WELD PIPE,pipe,pipe,24.0,,,stainless_steel,A312,304L,,10S,,weld,,,,,0.9
42955,24 CARBON STEEL STANDARD WELD TEE,fitting,tee,24.0,,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42956,24 X 12 CARBON STEEL STANDARD WELD ECCENTRIC REDUCER,fitting,eccentric_reducer,24.0,12.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42957,24 X 24 X 12 CARBON STEEL STANDARD WELD TEE,fitting,tee,24.0,12.0,,carbon_steel,,,,standard,,weld,,,,,0.8
42958,24 X 16 CARBON STEEL STANDARD WELD ECCENTRIC REDUCER,fitting,eccentric_reducer,24.0,16.0,,carbon_steel,,,,standard,,,,butt_weld,,,0.8
42959,24 X 24 X 18 CARBON STEEL STANDARD WELD TEE,fitting,straight_tee,24.0,18.0,,carbon_steel,,,,standard,,welded,,,,,0.8
42960,2 X 1 STAINLESS STEEL SCHEDULE 40 304L CONCENTRIC SOCKETWELD SWAGE BXP,fitting,concentric_reducer,2.0,1.0,,stainless_steel,,304L,,40,,,,socket_weld,,swage bxp,0.8
42961,2 X 1 STAINLESS STEEL 316L 3000 SOCKOLET FOR 36-INCH PIPE,fitting,sockolet,2.0,1.0,,stainless_steel,,316L,3000,,,,,,,for 36-inch pipe,0.9
42962,2 X 1-1/2 STAINLESS STEEL SCHEDULE 10 304L CONCENTRIC SOCKETWELD SWAGE BEVELED X PLAIN,fitting,concentric_reducer,2.0,1.5,,stainless_steel,,304L,,10,,,beveled,socket_weld x plain_end,,swage,0.9
42963,2 X 1-1/2 STAINLESS STEEL SCHEDULE 40 304L CONCENTRIC SOCKETWELD SWAGE BXP,fitting,concentric_reducer,2.0,1.5,,stainless_steel,,304L,,40,,,,socket_weld,,SWAGE BXP,0.9
42964,3 - 2 X 1-1/2 STAINLESS STEEL 316L 3000 SOCKOLET,fitting,sockolet,3.0,1.5,,stainless_steel,,316L,3000,,,,,,,,0.9
42965,2 X 3/8 GALVANIZED CARBON STEEL STANDARD U BOLT WITH NUTS,fastener,u_bolt,2.0,,2.0,carbon_steel,,,,,,galvanized,,,,with nuts,0.9
42966,2 NA 1/16 150 FULL FACE GASKET,gasket,full_face,2.0,,,,,,150,,,,,,,"1/16"" thickness",0.9
42967,2 CGI GASKET 150 304/304/FG/304,gasket,spiral_wound,2.0,,,stainless_steel,,304,150,,,,,,304/FG/304,CGI,0.9
42968,2 CGI GASKET 150 304/304/FG/304,gasket,composite_graphite,2.0,,,stainless_steel,,304,150,,,,,,,304/304/FG/304 construction,0.8
42969,3 STAINLESS STEEL SCHEDULE 40 304L SEAMLESS 45 ELBOW,fitting,45_elbow,3.0,,,stainless_steel,,304L,,40,,seamless,,,,,0.9
42970,3 CARBON STEEL WPL6 STANDARD WELD 45 ELBOW,fitting,45_elbow,3.0,,,carbon_steel,WPL6,,,standard,,weld,,,,,0.9
42971,3 STAINLESS STEEL SCHEDULE 10 304L SEAMLESS LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,3.0,,,stainless_steel,,304L,,10,,seamless,,,,,0.9
42972,3 STAINLESS STEEL SCHEDULE 40 304L SEAMLESS LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,3.0,,,stainless_steel,,304L,,40,,seamless,,,,,0.9
42973,3 CARBON STEEL WPL6 SCHEDULE XH WELD LONG RADIUS 90 ELBOW,fitting,long_radius_90_elbow,3.0,,,carbon_steel,WPL6,,,XH,,weld,,,,,0.9
